"","MONTH_REPORTED","EV","Hybrid","ICE","PHEV","not_identified","total_vehicles","date","powertrain","fleet_pct"
"329","2023-12",3838,14338,77581,200,13,95970,2023-12-01,"pct_Hybrid",14.94
"330","2023-12",3838,14338,77581,200,13,95970,2023-12-01,"pct_no_ID",0.01
"331","2024-01",3702,14578,77792,191,16,96279,2024-01-01,"pct_ICE",80.8
"332","2024-01",3702,14578,77792,191,16,96279,2024-01-01,"pct_EV",3.85
"333","2024-01",3702,14578,77792,191,16,96279,2024-01-01,"pct_PHEV",0.2
"334","2024-01",3702,14578,77792,191,16,96279,2024-01-01,"pct_Hybrid",15.14
"335","2024-01",3702,14578,77792,191,16,96279,2024-01-01,"pct_no_ID",0.02
"336","2024-02",3568,14844,77569,208,11,96200,2024-02-01,"pct_ICE",80.63
"337","2024-02",3568,14844,77569,208,11,96200,2024-02-01,"pct_EV",3.71
"338","2024-02",3568,14844,77569,208,11,96200,2024-02-01,"pct_PHEV",0.22
"339","2024-02",3568,14844,77569,208,11,96200,2024-02-01,"pct_Hybrid",15.43
"340","2024-02",3568,14844,77569,208,11,96200,2024-02-01,"pct_no_ID",0.01
"341","2024-03",3573,15248,78232,212,12,97277,2024-03-01,"pct_ICE",80.42
"342","2024-03",3573,15248,78232,212,12,97277,2024-03-01,"pct_EV",3.67
"343","2024-03",3573,15248,78232,212,12,97277,2024-03-01,"pct_PHEV",0.22
"344","2024-03",3573,15248,78232,212,12,97277,2024-03-01,"pct_Hybrid",15.67
"345","2024-03",3573,15248,78232,212,12,97277,2024-03-01,"pct_no_ID",0.01
"346","2024-04",3508,15477,77679,225,13,96902,2024-04-01,"pct_ICE",80.16
"347","2024-04",3508,15477,77679,225,13,96902,2024-04-01,"pct_EV",3.62
"348","2024-04",3508,15477,77679,225,13,96902,2024-04-01,"pct_PHEV",0.23
"349","2024-04",3508,15477,77679,225,13,96902,2024-04-01,"pct_Hybrid",15.97
"350","2024-04",3508,15477,77679,225,13,96902,2024-04-01,"pct_no_ID",0.01
