"","MONTH_REPORTED","EV","Hybrid","ICE","PHEV","not_identified","total_vehicles","date","powertrain","fleet_pct"
"339","2024-02",3038,14135,70405,185,11,87774,2024-02-01,"pct_Hybrid",16.1
"340","2024-02",3038,14135,70405,185,11,87774,2024-02-01,"pct_no_ID",0.01
"341","2024-03",3043,14547,70958,189,12,88749,2024-03-01,"pct_ICE",79.95
"342","2024-03",3043,14547,70958,189,12,88749,2024-03-01,"pct_EV",3.43
"343","2024-03",3043,14547,70958,189,12,88749,2024-03-01,"pct_PHEV",0.21
"344","2024-03",3043,14547,70958,189,12,88749,2024-03-01,"pct_Hybrid",16.39
"345","2024-03",3043,14547,70958,189,12,88749,2024-03-01,"pct_no_ID",0.01
"346","2024-04",3008,14784,70422,202,13,88429,2024-04-01,"pct_ICE",79.64
"347","2024-04",3008,14784,70422,202,13,88429,2024-04-01,"pct_EV",3.4
"348","2024-04",3008,14784,70422,202,13,88429,2024-04-01,"pct_PHEV",0.23
"349","2024-04",3008,14784,70422,202,13,88429,2024-04-01,"pct_Hybrid",16.72
"350","2024-04",3008,14784,70422,202,13,88429,2024-04-01,"pct_no_ID",0.01
